id,images,thumbnails,prices
12333,https://d2qg6c07ydxh2f.cloudfront.net/items/11/img_211_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/11/img_211_THUMBNAIL.png,72.98
84876,https://d2qg6c07ydxh2f.cloudfront.net/items/19/img_619_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/19/img_619_THUMBNAIL.png,34.39
182028,https://d2qg6c07ydxh2f.cloudfront.net/items/18/img_16218_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/18/img_16218_THUMBNAIL.png,83.97999999999999
418059,https://d2qg6c07ydxh2f.cloudfront.net/items/27/img_72227_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/27/img_72227_THUMBNAIL.png,74.95
338960,https://d2qg6c07ydxh2f.cloudfront.net/items/84/img_66784_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/84/img_66784_THUMBNAIL.png,183.13
193738,https://d2qg6c07ydxh2f.cloudfront.net/items/24/img_18524_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/24/img_18524_THUMBNAIL.png,54.08
295770,https://d2qg6c07ydxh2f.cloudfront.net/items/93/img_35093_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/93/img_35093_THUMBNAIL.png,250
421006,https://d2qg6c07ydxh2f.cloudfront.net/items/28/img_73128_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/28/img_73128_THUMBNAIL.png,43.5
246900,https://d2qg6c07ydxh2f.cloudfront.net/items/84/img_31884_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/84/img_31884_THUMBNAIL.png,179.99
28720,https://d2qg6c07ydxh2f.cloudfront.net/items/64/img_364_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/64/img_364_THUMBNAIL.png,39.99
173346,https://d2qg6c07ydxh2f.cloudfront.net/items/4/img_15804_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/4/img_15804_THUMBNAIL.png,34.59
167355,https://d2qg6c07ydxh2f.cloudfront.net/items/5/img_23605_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/5/img_23605_THUMBNAIL.png,141.98
169786,https://d2qg6c07ydxh2f.cloudfront.net/items/59/img_16859_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/59/img_16859_THUMBNAIL.png,84
177736,https://d2qg6c07ydxh2f.cloudfront.net/items/85/img_18985_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/85/img_18985_THUMBNAIL.png,109.99
266507,https://d2qg6c07ydxh2f.cloudfront.net/items/24/img_30024_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/24/img_30024_THUMBNAIL.png,99.99
124361,https://d2qg6c07ydxh2f.cloudfront.net/items/67/img_7467_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/67/img_7467_THUMBNAIL.png,53.97
312484,https://d2qg6c07ydxh2f.cloudfront.net/items/36/img_36236_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/36/img_36236_THUMBNAIL.png,59.940000000000005
341169,https://d2qg6c07ydxh2f.cloudfront.net/items/27/img_76927_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/27/img_76927_THUMBNAIL.png,
205637,https://d2qg6c07ydxh2f.cloudfront.net/items/37/img_18837_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/37/img_18837_THUMBNAIL.png,65.98
373106,https://d2qg6c07ydxh2f.cloudfront.net/items/62/img_45462_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/62/img_45462_THUMBNAIL.png,35.97
237182,https://d2qg6c07ydxh2f.cloudfront.net/items/77/img_25477_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/77/img_25477_THUMBNAIL.png,53
120677,https://d2qg6c07ydxh2f.cloudfront.net/items/16/img_2116_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/16/img_2116_THUMBNAIL.png,52.980000000000004
164928,https://d2qg6c07ydxh2f.cloudfront.net/items/69/img_13269_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/69/img_13269_THUMBNAIL.png,52.480000000000004
192135,https://d2qg6c07ydxh2f.cloudfront.net/items/98/img_26398_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/98/img_26398_THUMBNAIL.png,144.98000000000002
266192,https://d2qg6c07ydxh2f.cloudfront.net/items/88/img_27688_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/88/img_27688_THUMBNAIL.png,60
96848,https://d2qg6c07ydxh2f.cloudfront.net/items/6/img_6_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/6/img_6_THUMBNAIL.png,54.99
251247,https://d2qg6c07ydxh2f.cloudfront.net/items/10/img_29910_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/10/img_29910_THUMBNAIL.png,72.47
321608,https://d2qg6c07ydxh2f.cloudfront.net/items/89/img_41389_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/89/img_41389_THUMBNAIL.png,76.47
199792,https://d2qg6c07ydxh2f.cloudfront.net/items/97/img_23597_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/97/img_23597_THUMBNAIL.png,63.99
324856,https://d2qg6c07ydxh2f.cloudfront.net/items/90/img_38090_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/90/img_38090_THUMBNAIL.png,16.97
183394,https://d2qg6c07ydxh2f.cloudfront.net/items/87/img_16287_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/87/img_16287_THUMBNAIL.png,58.99
284378,https://d2qg6c07ydxh2f.cloudfront.net/items/13/img_33313_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/13/img_33313_THUMBNAIL.png,119.99
521,https://d2qg6c07ydxh2f.cloudfront.net/items/66/img_4666_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/66/img_4666_THUMBNAIL.png,127.49
366013,https://d2qg6c07ydxh2f.cloudfront.net/items/26/img_42726_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/26/img_42726_THUMBNAIL.png,64.99000000000001
285774,https://d2qg6c07ydxh2f.cloudfront.net/items/52/img_30452_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/52/img_30452_THUMBNAIL.png,62.980000000000004
247763,https://d2qg6c07ydxh2f.cloudfront.net/items/28/img_26928_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/28/img_26928_THUMBNAIL.png,74.95
175914,https://d2qg6c07ydxh2f.cloudfront.net/items/76/img_15976_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/76/img_15976_THUMBNAIL.png,129
256960,https://d2qg6c07ydxh2f.cloudfront.net/items/3/img_37703_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/3/img_37703_THUMBNAIL.png,98.97999999999999
390092,https://d2qg6c07ydxh2f.cloudfront.net/items/0/img_44800_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/0/img_44800_THUMBNAIL.png,95.99
365717,https://d2qg6c07ydxh2f.cloudfront.net/items/63/img_42663_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/63/img_42663_THUMBNAIL.png,65
253344,https://d2qg6c07ydxh2f.cloudfront.net/items/99/img_30399_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/99/img_30399_THUMBNAIL.png,99.99
3076,https://d2qg6c07ydxh2f.cloudfront.net/items/7/img_107_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/7/img_107_THUMBNAIL.png,24.99
383179,https://d2qg6c07ydxh2f.cloudfront.net/items/26/img_44526_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/26/img_44526_THUMBNAIL.png,93.97999999999999
414317,https://d2qg6c07ydxh2f.cloudfront.net/items/44/img_71144_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/44/img_71144_THUMBNAIL.png,36.989999999999995
184267,https://d2qg6c07ydxh2f.cloudfront.net/items/80/img_29580_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/80/img_29580_THUMBNAIL.png,111.99
295947,https://d2qg6c07ydxh2f.cloudfront.net/items/9/img_38409_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/9/img_38409_THUMBNAIL.png,36.989999999999995
314040,https://d2qg6c07ydxh2f.cloudfront.net/items/41/img_31741_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/41/img_31741_THUMBNAIL.png,71.99
185343,https://d2qg6c07ydxh2f.cloudfront.net/items/52/img_20052_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/52/img_20052_THUMBNAIL.png,119.21000000000001
102794,https://d2qg6c07ydxh2f.cloudfront.net/items/95/img_7595_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/95/img_7595_THUMBNAIL.png,72.77
31260,https://d2qg6c07ydxh2f.cloudfront.net/items/16/img_116_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/16/img_116_THUMBNAIL.png,58.980000000000004
170216,https://d2qg6c07ydxh2f.cloudfront.net/items/94/img_15294_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/94/img_15294_THUMBNAIL.png,93.97999999999999
251661,https://d2qg6c07ydxh2f.cloudfront.net/items/92/img_43992_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/92/img_43992_THUMBNAIL.png,275
231733,https://d2qg6c07ydxh2f.cloudfront.net/items/62/img_29562_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/62/img_29562_THUMBNAIL.png,69.99
182874,https://d2qg6c07ydxh2f.cloudfront.net/items/15/img_16415_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/15/img_16415_THUMBNAIL.png,59.99
161533,https://d2qg6c07ydxh2f.cloudfront.net/items/42/img_20242_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/42/img_20242_THUMBNAIL.png,133.98
240980,https://d2qg6c07ydxh2f.cloudfront.net/items/67/img_36367_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/67/img_36367_THUMBNAIL.png,149.98000000000002
221107,https://d2qg6c07ydxh2f.cloudfront.net/items/63/img_21063_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/63/img_21063_THUMBNAIL.png,71.99
255984,https://d2qg6c07ydxh2f.cloudfront.net/items/77/img_33277_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/77/img_33277_THUMBNAIL.png,81.97
126163,https://d2qg6c07ydxh2f.cloudfront.net/items/28/img_628_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/28/img_628_THUMBNAIL.png,54.95
2651,https://d2qg6c07ydxh2f.cloudfront.net/items/22/img_222_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/22/img_222_THUMBNAIL.png,42.47
205059,https://d2qg6c07ydxh2f.cloudfront.net/items/21/img_18921_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/21/img_18921_THUMBNAIL.png,87.99
216132,https://d2qg6c07ydxh2f.cloudfront.net/items/77/img_20877_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/77/img_20877_THUMBNAIL.png,108.89
371942,https://d2qg6c07ydxh2f.cloudfront.net/items/32/img_45132_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/32/img_45132_THUMBNAIL.png,36.97
244521,https://d2qg6c07ydxh2f.cloudfront.net/items/37/img_24037_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/37/img_24037_THUMBNAIL.png,72.84
380607,https://d2qg6c07ydxh2f.cloudfront.net/items/9/img_44409_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/9/img_44409_THUMBNAIL.png,64.99000000000001
266810,https://d2qg6c07ydxh2f.cloudfront.net/items/99/img_28999_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/99/img_28999_THUMBNAIL.png,55.980000000000004
35677,https://d2qg6c07ydxh2f.cloudfront.net/items/18/img_118_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/18/img_118_THUMBNAIL.png,84
125153,https://d2qg6c07ydxh2f.cloudfront.net/items/78/img_15778_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/78/img_15778_THUMBNAIL.png,117.97999999999999
124742,https://d2qg6c07ydxh2f.cloudfront.net/items/74/img_774_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/74/img_774_THUMBNAIL.png,34.95
164153,https://d2qg6c07ydxh2f.cloudfront.net/items/95/img_13195_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/95/img_13195_THUMBNAIL.png,95.99
200680,https://d2qg6c07ydxh2f.cloudfront.net/items/2/img_22202_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/2/img_22202_THUMBNAIL.png,56.56
367966,https://d2qg6c07ydxh2f.cloudfront.net/items/58/img_44758_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/58/img_44758_THUMBNAIL.png,64
276025,https://d2qg6c07ydxh2f.cloudfront.net/items/88/img_30688_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/88/img_30688_THUMBNAIL.png,65.99
337627,https://d2qg6c07ydxh2f.cloudfront.net/items/72/img_41372_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/72/img_41372_THUMBNAIL.png,112.41000000000001
209010,https://d2qg6c07ydxh2f.cloudfront.net/items/38/img_19638_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/38/img_19638_THUMBNAIL.png,
366161,https://d2qg6c07ydxh2f.cloudfront.net/items/72/img_43672_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/72/img_43672_THUMBNAIL.png,42.99
322289,https://d2qg6c07ydxh2f.cloudfront.net/items/29/img_38129_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/29/img_38129_THUMBNAIL.png,54.980000000000004
332772,https://d2qg6c07ydxh2f.cloudfront.net/items/12/img_43012_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/12/img_43012_THUMBNAIL.png,69.99
284083,https://d2qg6c07ydxh2f.cloudfront.net/items/89/img_30289_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/89/img_30289_THUMBNAIL.png,16.97
55690,https://d2qg6c07ydxh2f.cloudfront.net/items/46/img_12046_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/46/img_12046_THUMBNAIL.png,
28143,https://d2qg6c07ydxh2f.cloudfront.net/items/0/img_500_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/0/img_500_THUMBNAIL.png,37.98
157354,https://d2qg6c07ydxh2f.cloudfront.net/items/32/img_12532_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/32/img_12532_THUMBNAIL.png,64.98
230802,https://d2qg6c07ydxh2f.cloudfront.net/items/85/img_21685_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/85/img_21685_THUMBNAIL.png,39.39
277659,https://d2qg6c07ydxh2f.cloudfront.net/items/81/img_35981_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/81/img_35981_THUMBNAIL.png,33.98
201808,https://d2qg6c07ydxh2f.cloudfront.net/items/98/img_18698_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/98/img_18698_THUMBNAIL.png,73.99
159675,https://d2qg6c07ydxh2f.cloudfront.net/items/53/img_13353_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/53/img_13353_THUMBNAIL.png,69.98
93,https://d2qg6c07ydxh2f.cloudfront.net/items/42/img_142_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/42/img_142_THUMBNAIL.png,48.99
72125,https://d2qg6c07ydxh2f.cloudfront.net/items/2/img_102_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/2/img_102_THUMBNAIL.png,65.99
256916,https://d2qg6c07ydxh2f.cloudfront.net/items/46/img_26946_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/46/img_26946_THUMBNAIL.png,68.97
359871,https://d2qg6c07ydxh2f.cloudfront.net/items/91/img_42491_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/91/img_42491_THUMBNAIL.png,53
291453,https://d2qg6c07ydxh2f.cloudfront.net/items/15/img_41115_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/15/img_41115_THUMBNAIL.png,21.97
110327,https://d2qg6c07ydxh2f.cloudfront.net/items/2/img_702_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/2/img_702_THUMBNAIL.png,28.26
191189,https://d2qg6c07ydxh2f.cloudfront.net/items/13/img_18913_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/13/img_18913_THUMBNAIL.png,57.980000000000004
413246,https://d2qg6c07ydxh2f.cloudfront.net/items/26/img_74126_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/26/img_74126_THUMBNAIL.png,50.75
229853,https://d2qg6c07ydxh2f.cloudfront.net/items/69/img_25669_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/69/img_25669_THUMBNAIL.png,49.97
317985,https://d2qg6c07ydxh2f.cloudfront.net/items/51/img_36651_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/51/img_36651_THUMBNAIL.png,67.98
359609,,,
364073,https://d2qg6c07ydxh2f.cloudfront.net/items/40/img_42540_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/40/img_42540_THUMBNAIL.png,34.989999999999995
62219,https://d2qg6c07ydxh2f.cloudfront.net/items/83/img_183_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/83/img_183_THUMBNAIL.png,74.97999999999999
279537,https://d2qg6c07ydxh2f.cloudfront.net/items/96/img_33596_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/96/img_33596_THUMBNAIL.png,40.980000000000004
25613,https://d2qg6c07ydxh2f.cloudfront.net/items/75/img_1275_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/75/img_1275_THUMBNAIL.png,49.99
68448,https://d2qg6c07ydxh2f.cloudfront.net/items/72/img_372_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/72/img_372_THUMBNAIL.png,24.36
225694,https://d2qg6c07ydxh2f.cloudfront.net/items/3/img_23203_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/3/img_23203_THUMBNAIL.png,28.369999999999997
121921,https://d2qg6c07ydxh2f.cloudfront.net/items/22/img_822_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/22/img_822_THUMBNAIL.png,59.980000000000004
12,https://d2qg6c07ydxh2f.cloudfront.net/items/25/img_2025_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/25/img_2025_THUMBNAIL.png,21.95
171623,https://d2qg6c07ydxh2f.cloudfront.net/items/59/img_15159_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/59/img_15159_THUMBNAIL.png,149.99
163068,https://d2qg6c07ydxh2f.cloudfront.net/items/34/img_16034_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/34/img_16034_THUMBNAIL.png,57
436217,https://d2qg6c07ydxh2f.cloudfront.net/items/7/img_81607_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/7/img_81607_THUMBNAIL.png,72.99
217372,https://d2qg6c07ydxh2f.cloudfront.net/items/46/img_20146_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/46/img_20146_THUMBNAIL.png,44.97
155821,https://d2qg6c07ydxh2f.cloudfront.net/items/8/img_19008_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/8/img_19008_THUMBNAIL.png,70.98
410201,https://d2qg6c07ydxh2f.cloudfront.net/items/65/img_68065_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/65/img_68065_THUMBNAIL.png,149.46
37111,https://d2qg6c07ydxh2f.cloudfront.net/items/9/img_109_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/9/img_109_THUMBNAIL.png,33.99
310873,https://d2qg6c07ydxh2f.cloudfront.net/items/38/img_38338_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/38/img_38338_THUMBNAIL.png,56.47
271055,https://d2qg6c07ydxh2f.cloudfront.net/items/13/img_37513_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/13/img_37513_THUMBNAIL.png,99.97
310100,https://d2qg6c07ydxh2f.cloudfront.net/items/6/img_37206_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/6/img_37206_THUMBNAIL.png,159.98000000000002
236457,https://d2qg6c07ydxh2f.cloudfront.net/items/97/img_24297_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/97/img_24297_THUMBNAIL.png,51.99
391137,https://d2qg6c07ydxh2f.cloudfront.net/items/46/img_71646_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/46/img_71646_THUMBNAIL.png,118
42,https://d2qg6c07ydxh2f.cloudfront.net/items/97/img_1097_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/97/img_1097_THUMBNAIL.png,59.95
122515,https://d2qg6c07ydxh2f.cloudfront.net/items/44/img_2044_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/44/img_2044_THUMBNAIL.png,31.99
40834,https://d2qg6c07ydxh2f.cloudfront.net/items/90/img_190_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/90/img_190_THUMBNAIL.png,79.99
170042,https://d2qg6c07ydxh2f.cloudfront.net/items/6/img_19106_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/6/img_19106_THUMBNAIL.png,98.51
264220,https://d2qg6c07ydxh2f.cloudfront.net/items/43/img_29043_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/43/img_29043_THUMBNAIL.png,89.97
227935,https://d2qg6c07ydxh2f.cloudfront.net/items/42/img_35042_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/42/img_35042_THUMBNAIL.png,149
18602,https://d2qg6c07ydxh2f.cloudfront.net/items/64/img_764_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/64/img_764_THUMBNAIL.png,38.99
146021,https://d2qg6c07ydxh2f.cloudfront.net/items/39/img_6739_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/39/img_6739_THUMBNAIL.png,68.99000000000001
73439,https://d2qg6c07ydxh2f.cloudfront.net/items/16/img_16_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/16/img_16_THUMBNAIL.png,54.99
4098,https://d2qg6c07ydxh2f.cloudfront.net/items/75/img_575_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/75/img_575_THUMBNAIL.png,24.99
203993,https://d2qg6c07ydxh2f.cloudfront.net/items/86/img_19286_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/86/img_19286_THUMBNAIL.png,44.95
269385,https://d2qg6c07ydxh2f.cloudfront.net/items/96/img_27796_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/96/img_27796_THUMBNAIL.png,95.99
396790,https://d2qg6c07ydxh2f.cloudfront.net/items/27/img_45127_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/27/img_45127_THUMBNAIL.png,57.47
172386,https://d2qg6c07ydxh2f.cloudfront.net/items/75/img_14575_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/75/img_14575_THUMBNAIL.png,46.08
36218,https://d2qg6c07ydxh2f.cloudfront.net/items/88/img_188_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/88/img_188_THUMBNAIL.png,30.06
163412,https://d2qg6c07ydxh2f.cloudfront.net/items/61/img_13561_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/61/img_13561_THUMBNAIL.png,33.98
43015,https://d2qg6c07ydxh2f.cloudfront.net/items/42/img_842_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/42/img_842_THUMBNAIL.png,24.45
102680,https://d2qg6c07ydxh2f.cloudfront.net/items/48/img_2048_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/48/img_2048_THUMBNAIL.png,39
218417,https://d2qg6c07ydxh2f.cloudfront.net/items/46/img_20846_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/46/img_20846_THUMBNAIL.png,54.980000000000004
144733,https://d2qg6c07ydxh2f.cloudfront.net/items/96/img_7296_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/96/img_7296_THUMBNAIL.png,41.99
12493,https://d2qg6c07ydxh2f.cloudfront.net/items/16/img_616_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/16/img_616_THUMBNAIL.png,69.99
391163,https://d2qg6c07ydxh2f.cloudfront.net/items/61/img_44961_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/61/img_44961_THUMBNAIL.png,28.99
205896,https://d2qg6c07ydxh2f.cloudfront.net/items/50/img_22250_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/50/img_22250_THUMBNAIL.png,99.99
175640,https://d2qg6c07ydxh2f.cloudfront.net/items/24/img_20124_MAIN.png,https://d2qg6c07ydxh2f.cloudfront.net/items/24/img_20124_THUMBNAIL.png,95.99
